Count,Name,Type,Cost,Rarity,Section,Image URL,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint
1,Dormant Grove // Gnarled Grovestrider,Enchantment // Creature - Treefolk,{3}{G},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/2023871.jpg,Innistrad: Crimson Vow,,,,,,,,
1,Doubling Season,Enchantment,{4}{G},MythicRare,main,https://s.deckbox.org/system/images/mtg/cards/446163.jpg,Battlebond,,,,,,,,
1,Drey Keeper,Creature - Elf Druid,{3}{B}{G},Common,main,https://s.deckbox.org/system/images/mtg/cards/2019729.jpg,Modern Horizons 2,,,,,,,,
1,Druid Class,Enchantment - Class,{1}{G},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/2020718.jpg,Adventures in the Forgotten Realms,,,,,,,,
1,Druid's Call,Enchantment - Aura,{1}{G},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/31826.jpg,Odyssey,,,,,,,,
1,Eldrazi Monument,Artifact,{5},MythicRare,main,https://s.deckbox.org/system/images/mtg/cards/405213.jpg,Commander 2015,,,,,,,,
1,Ezuri's Predation,Sorcery,{5}{G}{G}{G},Rare,main,https://s.deckbox.org/system/images/mtg/cards/405222.jpg,Commander 2015,,,,,,,,
1,Falkenrath Noble,Creature - Vampire Noble,{3}{B},Common,main,https://s.deckbox.org/system/images/mtg/cards/433045.jpg,Commander 2017,,,,,,,,
9,Forest,Basic Land - Forest,"",BasicLand,main,https://s.deckbox.org/system/images/mtg/cards/2016216.jpg,Commander Legends,,,,,,,,
1,Golgari Guildgate,Land - Gate,,Common,main,https://s.deckbox.org/system/images/mtg/cards/470793.jpg,Commander 2019,,,,,,,,
1,Grim Wanderer,Creature - Goblin Warlock,{1}{B},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/2020645.jpg,Adventures in the Forgotten Realms,,,,,,,,
1,Grizzly Ghoul,Creature - Zombie Bear,{2}{B}{G},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/2022561.jpg,Innistrad: Midnight Hunt,,,,,,,,
1,Hall of Oracles,Land,"",Rare,main,https://s.deckbox.org/system/images/mtg/cards/2018217.jpg,Strixhaven: School of Mages,,,,,,,,
1,Harrow,Instant,{2}{G},Common,main,https://s.deckbox.org/system/images/mtg/cards/2012171.jpg,Commander 2020,,,,,,,,
1,Heroic Intervention,Instant,{1}{G},Rare,main,https://s.deckbox.org/system/images/mtg/cards/423776.jpg,Aether Revolt,,,,,,,,
1,Incremental Growth,Sorcery,{3}{G}{G},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/386564.jpg,Khans of Tarkir,,,,,,,,
1,Ivy Lane Denizen,Creature - Elf Warrior,{3}{G},Common,main,https://s.deckbox.org/system/images/mtg/cards/2015942.jpg,Commander Legends,,,,,,,,
1,Jungle Hollow,Land,,Common,main,https://s.deckbox.org/system/images/mtg/cards/2011770.jpg,Ikoria: Lair of Behemoths,,,,,,,,
1,Krosan Grip,Instant,{2}{G},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/2012178.jpg,Strixhaven Mystical Archive,53,,,,,,,
1,Life's Finale,Sorcery,{4}{B}{B},Rare,main,https://s.deckbox.org/system/images/mtg/cards/214362.jpg,New Phyrexia,,,,,,,,
1,Llanowar Elves,Creature - Elf Druid,{G},Common,main,https://s.deckbox.org/system/images/mtg/cards/450261.jpg,Core Set 2019,,,,,,,,
1,Nadier's Nightblade,Creature - Elf Warrior,{2}{B},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/2015842.jpg,Commander Legends,,,,,,,,
1,Nature's Lore,Sorcery,{1}{G},Common,main,https://s.deckbox.org/system/images/mtg/cards/3999.jpg,Fifth Edition,,,,,,,,
1,Necroblossom Snarl,Land,"",Rare,main,https://s.deckbox.org/system/images/mtg/cards/2018219.jpg,Strixhaven: School of Mages,,,,,,,,
1,Nested Shambler,Creature - Zombie,{B},Common,main,https://s.deckbox.org/system/images/mtg/cards/2019630.jpg,Modern Horizons 2,,,,,,,,
1,Night Soil,Enchantment,{G}{G},Common,main,https://s.deckbox.org/system/images/mtg/cards/1918.jpg,Fallen Empires,,,,,,,,
1,"Nissa, Voice of Zendikar",Legendary Planeswalker - Nissa,{1}{G}{G},MythicRare,main,https://s.deckbox.org/system/images/mtg/cards/407648.jpg,Oath of the Gatewatch,,,,,,,,
1,Nut Collector,Creature - Human Druid,{5}{G},Rare,main,https://s.deckbox.org/system/images/mtg/cards/29987.jpg,Odyssey,,,,,,,,
1,Obelisk of Urd,Artifact,{6},Rare,main,https://s.deckbox.org/system/images/mtg/cards/383331.jpg,Magic 2015 Core Set,,,,,,,,
1,"Oran-Rief, the Vastwood",Land,,Rare,main,https://s.deckbox.org/system/images/mtg/cards/2012293.jpg,Commander 2020,,,,,,,,
1,Poison-Tip Archer,Creature - Elf Archer,{2}{B}{G},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/447357.jpg,Core Set 2019,,,,,,,,
1,Putrefy,Instant,{1}{B}{G},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/2012225.jpg,Commander 2020,,,,,,,,
1,Rampant Growth,Sorcery,{1}{G},Common,main,https://s.deckbox.org/system/images/mtg/cards/2016138.jpg,Commander Legends,,,,,,,,
1,Ravenous Squirrel,Creature - Squirrel,{BG},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/2019746.jpg,Modern Horizons 2,,,,,,,,
1,Sakura-Tribe Elder,Creature - Snake Shaman,{1}{G},Common,main,https://s.deckbox.org/system/images/mtg/cards/2012184.jpg,Commander 2020,,,,,,,,
1,Scurrid Colony,Creature - Squirrel,{1}{G},Common,main,https://s.deckbox.org/system/images/mtg/cards/2018077.jpg,Strixhaven: School of Mages,,,,,,,,
1,Scurry Oak,Creature - Treefolk,{2}{G},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/2019707.jpg,Modern Horizons 2,,,,,,,,
1,Second Harvest,Instant,{2}{G}{G},Rare,main,https://s.deckbox.org/system/images/mtg/cards/470724.jpg,Commander 2019,,,,,,,,
1,Shamanic Revelation,Sorcery,{3}{G}{G},Rare,main,https://s.deckbox.org/system/images/mtg/cards/470726.jpg,Commander 2019,,,,,,,,
1,Snakeskin Veil,Instant,{G},Common,main,https://s.deckbox.org/system/images/mtg/cards/2016991.jpg,Kaldheim,,,,,,,,
1,Sol Ring,Artifact,{1},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/2016178.jpg,Commander Legends,,,,,,,,
1,Spike Weaver,Creature - Spike,{2}{G}{G},Rare,main,https://s.deckbox.org/system/images/mtg/cards/6152.jpg,Exodus,,,,,,,,
1,Squirrel Mob,Creature - Squirrel,{1}{G}{G},Rare,main,https://s.deckbox.org/system/images/mtg/cards/29979.jpg,Odyssey,,,,,,,,
1,Squirrel Nest,Enchantment - Aura,{1}{G}{G},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/464131.jpg,Modern Horizons,,,,,,,,
1,Squirrel Sanctuary,Enchantment,{G},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/2019709.jpg,Modern Horizons 2,,,,,,,,
1,Squirrel Sovereign,Creature - Squirrel Noble,{1}{G},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/2019710.jpg,Modern Horizons 2,,,,,,,,
1,Squirrel Wrangler,Creature - Human Druid,{2}{G}{G},Rare,main,https://s.deckbox.org/system/images/mtg/cards/24672.jpg,Prophecy,,,,,,,,
10,Swamp,Basic Land - Swamp,"",BasicLand,main,https://s.deckbox.org/system/images/mtg/cards/2011787.jpg,Ikoria: Lair of Behemoths,,,,,,,,
1,Swarmyard,Land,,Rare,main,https://s.deckbox.org/system/images/mtg/cards/114913.jpg,Time Spiral,,,,,,,,
1,Sylvan Anthem,Enchantment,{G}{G},Rare,main,https://s.deckbox.org/system/images/mtg/cards/2019711.jpg,Modern Horizons 2,,,,,,,,
1,Szat's Will,Instant,{4}{B},Rare,main,https://s.deckbox.org/system/images/mtg/cards/2015858.jpg,Commander Legends,,,,,,,,
1,Temple of Malady,Land,,Rare,main,https://s.deckbox.org/system/images/mtg/cards/467008.jpg,Core Set 2020,,,,,,,,
1,Tend the Pests,Instant,{B}{G},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/2018192.jpg,Strixhaven: School of Mages,,,,,,,,
1,Territorial Scythecat,Creature - Cat,{2}{G},Common,main,https://s.deckbox.org/system/images/mtg/cards/2014760.jpg,Zendikar Rising,,,,,,,,
1,Thriving Grove,Land,"",Common,main,https://s.deckbox.org/system/images/mtg/cards/2012977.jpg,Jumpstart,,,,,,,,
1,Undergrowth Stadium,Land,"",Rare,main,https://s.deckbox.org/system/images/mtg/cards/2016065.jpg,Commander Legends,,,,,,,,
1,"Urborg, Tomb of Yawgmoth",Legendary Land,,Rare,main,https://s.deckbox.org/system/images/mtg/cards/383425.jpg,Magic 2015 Core Set,,,,,,,,
1,Verdant Command,Instant,{1}{G},Rare,main,https://s.deckbox.org/system/images/mtg/cards/2019717.jpg,Modern Horizons 2,,,,,,,,
1,Warlock Class,Enchantment - Class,{B},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/2020663.jpg,Adventures in the Forgotten Realms,,,,,,,,
1,Wild Growth,Enchantment - Aura,{G},Common,main,https://s.deckbox.org/system/images/mtg/cards/451120.jpg,Commander 2018,,,,,,,,
1,Witherbloom Campus,Land,"",Common,main,https://s.deckbox.org/system/images/mtg/cards/2018225.jpg,Strixhaven: School of Mages,,,,,,,,
1,Woodland Cemetery,Land,,Rare,main,https://s.deckbox.org/system/images/mtg/cards/443136.jpg,Dominaria,,,,,,,,
1,"Yavimaya, Cradle of Growth",Legendary Land,"",Rare,main,https://s.deckbox.org/system/images/mtg/cards/2019796.jpg,Modern Horizons 2,,,,,,,,
1,Zulaport Cutthroat,Creature - Human Rogue Ally,{1}{B},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/2012139.jpg,Commander 2020,,,,,,,,
1,Cloakwood Hermit,Legendary Enchantment - Background,{2}{G},Uncommon,sideboard,https://s.deckbox.org/system/images/mtg/cards/2028350.jpg,Commander Legends: Battle for Baldur's Gate,,,,,,,,
1,Corpsejack Menace,Creature - Fungus,{2}{B}{G},Rare,scratchpad,https://s.deckbox.org/system/images/mtg/cards/446888.jpg,Commander Anthology Volume II,,,,,,,,
1,Hardened Scales,Enchantment,{G},Rare,scratchpad,https://s.deckbox.org/system/images/mtg/cards/446874.jpg,Commander Anthology Volume II,,,,,,,,
1,"Jaheira, Friend of the Forest",Legendary Creature - Human Elf Druid,{2}{G},Rare,scratchpad,https://s.deckbox.org/system/images/mtg/cards/2028366.jpg,Commander Legends: Battle for Baldur's Gate,,,,,,,,
1,Winding Constrictor,Creature - Snake,{B}{G},Uncommon,scratchpad,https://s.deckbox.org/system/images/mtg/cards/423807.jpg,Aether Revolt,,,,,,,,




