Count,Name,Type,Cost,Rarity,Section,Image URL,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint
1,Loyal Apprentice,Creature - Human Artificer,{1}{R},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/450624.jpg,Commander 2018,,,,,,,,
1,Loyal Drake,Creature - Drake,{2}{U},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/450611.jpg,Commander 2018,,,,,,,,
1,Magmaquake,Instant,{X}{R}{R},Rare,main,https://s.deckbox.org/system/images/mtg/cards/470694.jpg,Commander 2019,,,,,,,,
1,Magnifying Glass,Artifact,{3},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/451163.jpg,Commander 2018,,,,,,,,
1,Maverick Thopterist,Creature - Human Artificer,{3}{U}{R},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/423797.jpg,Aether Revolt,,,,,,,,
1,Mimic Vat,Artifact,{3},Rare,main,https://s.deckbox.org/system/images/mtg/cards/2012243.jpg,Commander 2020,,,,,,,,
1,Mind Stone,Artifact,{2},Common,main,https://s.deckbox.org/system/images/mtg/cards/451165.jpg,Commander 2018,,,,,,,,
1,Mirrorworks,Artifact,{5},Rare,main,https://s.deckbox.org/system/images/mtg/cards/451166.jpg,Commander 2018,,,,,,,,
12,Mountain,Basic Land - Mountain,"",BasicLand,main,https://s.deckbox.org/system/images/mtg/cards/2016214.jpg,Commander Legends,,,,,,,,
1,Myr Battlesphere,Artifact Creature - Myr Construct,{7},Rare,main,https://s.deckbox.org/system/images/mtg/cards/451167.jpg,Commander 2018,,,,,,,,
1,Pilgrim's Eye,Artifact Creature - Thopter,{3},Common,main,https://s.deckbox.org/system/images/mtg/cards/2016038.jpg,Commander Legends,,,,,,,,
1,Prismatic Lens,Artifact,{2},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/2003634.jpg,Ultimate Masters,,,,,,,,
1,Prototype Portal,Artifact,{4},Rare,main,https://s.deckbox.org/system/images/mtg/cards/451171.jpg,Commander 2018,,,,,,,,
1,Psychosis Crawler,Artifact Creature - Phyrexian Horror,{5},Rare,main,https://s.deckbox.org/system/images/mtg/cards/2012245.jpg,Commander 2020,,,,,,,,
1,Retrofitter Foundry,Artifact,{1},Rare,main,https://s.deckbox.org/system/images/mtg/cards/450658.jpg,Commander 2018,,,,,,,,
1,Reverse Engineer,Sorcery,{3}{U}{U},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/423709.jpg,Aether Revolt,,,,,,,,
1,"Saheeli, the Gifted",Legendary Planeswalker - Saheeli,{2}{U}{R},MythicRare,main,https://s.deckbox.org/system/images/mtg/cards/450645.jpg,Commander 2018,,,,,,,,
1,Saheeli's Artistry,Sorcery,{4}{U}{U},Rare,main,https://s.deckbox.org/system/images/mtg/cards/417635.jpg,Kaladesh,,,,,,,,
1,Saheeli's Directive,Sorcery,{X}{R}{R}{R},Rare,main,https://s.deckbox.org/system/images/mtg/cards/450627.jpg,Commander 2018,,,,,,,,
1,Scrabbling Claws,Artifact,{1},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/457382.jpg,Ravnica Allegiance,,,,,,,,
1,Scuttling Doom Engine,Artifact Creature - Construct,{6},Rare,main,https://s.deckbox.org/system/images/mtg/cards/451174.jpg,Commander 2018,,,,,,,,
1,Seat of the Synod,Artifact Land,,Common,main,https://s.deckbox.org/system/images/mtg/cards/451233.jpg,Commander 2018,,,,,,,,
1,Sharding Sphinx,Artifact Creature - Sphinx,{4}{U}{U},Rare,main,https://s.deckbox.org/system/images/mtg/cards/451056.jpg,Commander 2018,,,,,,,,
1,Sol Ring,Artifact,{1},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/2016178.jpg,Commander Legends,,,,,,,,
1,Soul of New Phyrexia,Artifact Creature - Phyrexian Avatar,{6},MythicRare,main,https://s.deckbox.org/system/images/mtg/cards/451178.jpg,Commander 2018,,,,,,,,
1,Steel Hellkite,Artifact Creature - Dragon,{6},Rare,main,https://s.deckbox.org/system/images/mtg/cards/451179.jpg,Commander 2018,,,,,,,,
1,Swiftfoot Boots,Artifact - Equipment,{2},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/2016180.jpg,Commander Legends,,,,,,,,
1,Swiftwater Cliffs,Land,,Common,main,https://s.deckbox.org/system/images/mtg/cards/2011776.jpg,Ikoria: Lair of Behemoths,,,,,,,,
1,"Tawnos, Urza's Apprentice",Legendary Creature - Human Artificer,{U}{R},MythicRare,main,https://s.deckbox.org/system/images/mtg/cards/450646.jpg,Commander 2018,,,,,,,,
1,Thirst for Knowledge,Instant,{2}{U},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/2015809.jpg,Commander Legends,,,,,,,,
1,Thopter Assembly,Artifact Creature - Thopter,{6},Rare,main,https://s.deckbox.org/system/images/mtg/cards/451181.jpg,Commander 2018,,,,,,,,
1,Thopter Engineer,Creature - Human Artificer,{2}{R},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/451081.jpg,Commander 2018,,,,,,,,
1,Thopter Spy Network,Enchantment,{2}{U}{U},Rare,main,https://s.deckbox.org/system/images/mtg/cards/451062.jpg,Commander 2018,,,,,,,,
1,Tidings,Sorcery,{3}{U}{U},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/451063.jpg,Commander 2018,,,,,,,,
1,Treasure Nabber,Creature - Goblin Rogue,{2}{R},Rare,main,https://s.deckbox.org/system/images/mtg/cards/450628.jpg,Commander 2018,,,,,,,,
1,Unstable Obelisk,Artifact,{3},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/451182.jpg,Commander 2018,,,,,,,,
1,Unwinding Clock,Artifact,{4},Rare,main,https://s.deckbox.org/system/images/mtg/cards/451183.jpg,Commander 2018,,,,,,,,
1,"Varchild, Betrayer of Kjeldor",Legendary Creature - Human Knight,{2}{R},Rare,main,https://s.deckbox.org/system/images/mtg/cards/450629.jpg,Commander 2018,,,,,,,,
1,Vedalken Humiliator,Creature - Vedalken Wizard,{3}{U},Rare,main,https://s.deckbox.org/system/images/mtg/cards/450614.jpg,Commander 2018,,,,,,,,
1,Vessel of Endless Rest,Artifact,{3},Common,main,https://s.deckbox.org/system/images/mtg/cards/2003635.jpg,Ultimate Masters,,,,,,,,
1,Whirler Rogue,Creature - Human Rogue Artificer,{2}{U}{U},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/451066.jpg,Commander 2018,,,,,,,,
1,Worn Powerstone,Artifact,{3},Uncommon,main,https://s.deckbox.org/system/images/mtg/cards/451185.jpg,Commander 2018,,,,,,,,




